,loan_status,term,loan_amnt,int_rate,installment,annual_inc,dti,open_acc,pub_rec,revol_bal,revol_util,total_acc,mort_acc,pub_rec_bankruptcies,A2,A3,A4,A5,B1,B2,B3,B4,B5,C1,C2,C3,C4,C5,D1,D2,D3,D4,D5,E1,E2,E3,E4,E5,F1,F2,F3,F5,G1,G2,verification_status_Source Verified,verification_status_Verified,application_type_Joint App,initial_list_status_w,purpose_credit_card,purpose_debt_consolidation,purpose_home_improvement,purpose_house,purpose_major_purchase,purpose_medical,purpose_moving,purpose_other,purpose_small_business,purpose_vacation,OWN,RENT,earliest_cr_year
10,0,60,18000.0,19.48,471.7,150000.0,9.39,18.0,1.0,14052.0,40.7,27.0,2.0,1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,2005
11,1,36,28000.0,6.49,858.05,92000.0,21.6,16.0,0.0,51507.0,64.5,24.0,2.0,0.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,1984
12,1,36,9600.0,7.49,298.58,60000.0,22.44,7.0,0.0,7722.0,59.4,9.0,0.0,0.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,1996
13,1,36,25000.0,7.49,777.55,109000.0,26.02,9.0,0.0,20862.0,54.3,19.0,3.0,0.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,2001
14,1,60,18000.0,11.99,400.31,112000.0,8.68,17.0,0.0,10711.0,15.5,27.0,4.0,0.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,1993
15,1,36,8650.0,19.89,320.99,55000.0,25.49,18.0,1.0,9568.0,46.0,19.0,0.0,1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,2005
16,1,60,29900.0,12.88,678.49,65000.0,21.77,15.0,0.0,31682.0,46.7,31.0,2.0,0.0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,2004
17,1,60,16000.0,14.85,379.39,48000.0,33.18,11.0,2.0,19108.0,29.6,19.0,2.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,1991
18,1,36,28000.0,13.44,949.38,125000.0,7.49,6.0,0.0,22780.0,63.1,22.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,2000
19,1,36,5000.0,13.44,169.54,79000.0,12.7,3.0,0.0,9441.0,101.5,5.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,2011
20,1,36,6000.0,7.49,186.61,100000.0,13.28,9.0,0.0,8563.0,72.0,16.0,2.0,0.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,1994
21,0,36,4225.0,14.85,146.16,35000.0,15.22,6.0,0.0,1058.0,24.6,6.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,2011
22,1,36,20000.0,5.32,602.3,65000.0,18.83,12.0,0.0,2269.0,3.0,17.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,1991
23,1,60,16000.0,17.97,406.04,109000.0,23.35,11.0,0.0,42469.0,87.6,33.0,1.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,2002
24,1,36,17600.0,5.32,530.03,88000.0,26.59,20.0,0.0,12203.0,34.4,42.0,5.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,2001
25,1,36,15000.0,5.32,451.73,44000.0,15.34,7.0,0.0,17003.0,50.3,21.0,2.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,2002
26,0,36,16000.0,12.88,538.18,65000.0,18.96,7.0,1.0,5157.0,54.3,20.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,1985
27,0,60,24250.0,24.24,701.01,75000.0,20.84,18.0,0.0,24799.0,65.3,21.0,2.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,2007
28,1,36,12000.0,10.78,391.62,98000.0,24.04,15.0,1.0,20462.0,62.8,39.0,8.0,0.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,2002
29,0,60,25000.0,13.99,581.58,79000.0,34.53,33.0,0.0,22519.0,18.6,72.0,6.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,2001
30,1,36,7000.0,7.49,217.72,59000.0,13.06,10.0,0.0,10467.0,24.2,34.0,3.0,0.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,1996
31,1,60,21000.0,13.99,488.53,52000.0,14.47,5.0,0.0,20374.0,87.4,15.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,2005
32,1,60,27500.0,14.85,652.06,195000.0,6.79,14.0,0.0,34974.0,50.9,19.0,1.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,2001
33,1,36,7200.0,11.48,237.36,72500.0,8.47,5.0,0.0,5449.0,35.2,7.0,2.0,0.0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,2004
34,1,36,20000.0,14.85,691.84,110000.0,12.45,8.0,0.0,21374.0,84.5,12.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,2007
35,1,36,20000.0,15.77,700.88,70000.0,22.21,24.0,0.0,19077.0,36.6,63.0,1.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,2004
36,0,60,10000.0,17.97,253.78,55000.0,35.7,14.0,0.0,38623.0,78.0,28.0,6.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,2001
37,1,36,20000.0,9.8,643.47,75000.0,23.45,14.0,0.0,7558.0,9.6,26.0,1.0,0.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,1992
38,1,36,8650.0,5.32,260.5,100000.0,7.28,15.0,0.0,7158.0,26.7,24.0,1.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,2001
39,1,60,21000.0,13.44,482.56,54649.0,12.14,9.0,1.0,1581.0,26.8,44.0,2.0,1.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,1999
40,1,36,7200.0,15.77,252.32,55000.0,17.35,24.0,1.0,5938.0,69.0,43.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,2005
41,1,36,8800.0,9.8,283.13,92000.0,5.18,9.0,0.0,9195.0,76.6,24.0,2.0,0.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,2001
42,1,36,2500.0,17.27,89.47,50000.0,17.6,7.0,0.0,732.0,31.1,22.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,2001
43,1,36,11000.0,9.17,350.67,69000.0,21.34,9.0,0.0,8137.0,84.8,18.0,2.0,0.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,2004
44,1,36,10000.0,12.88,336.37,91392.0,9.44,13.0,0.0,6959.0,41.7,33.0,3.0,0.0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,2006
45,1,60,28000.0,18.49,718.51,75000.0,31.88,27.0,0.0,43413.0,51.9,46.0,2.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,2002
46,1,60,35000.0,11.99,778.38,128000.0,6.46,17.0,0.0,14277.0,27.4,46.0,5.0,0.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,1990
47,1,36,7200.0,9.17,229.53,50000.0,19.25,13.0,0.0,9051.0,47.6,25.0,3.0,0.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,1987
48,1,36,10000.0,7.91,312.95,40100.0,10.81,4.0,0.0,6664.0,45.0,7.0,0.0,0.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,1998
49,0,60,16000.0,13.44,367.67,42000.0,9.6,29.0,0.0,11834.0,44.8,48.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,2002
50,1,36,21875.0,11.99,726.46,47590.0,17.76,9.0,0.0,24882.0,57.1,14.0,0.0,0.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,2001
51,1,60,14025.0,18.49,359.9,39000.0,18.0,12.0,0.0,15646.0,74.9,21.0,3.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,2001
52,0,60,35000.0,12.88,794.21,106000.0,17.36,8.0,0.0,39055.0,72.1,27.0,4.0,0.0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,2002
53,1,36,20000.0,12.88,672.73,145000.0,12.28,12.0,0.0,22551.0,80.2,21.0,5.0,0.0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,2004
54,0,60,14000.0,14.85,331.96,60000.0,24.29,11.0,0.0,12718.0,73.9,24.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,2009
55,0,60,20000.0,13.99,465.27,70000.0,16.9,20.0,0.0,31200.0,42.0,35.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,2001
56,1,36,4200.0,13.44,142.41,102500.0,26.21,14.0,0.0,11947.0,88.5,37.0,7.0,0.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,1999
57,1,60,19000.0,14.85,450.52,75000.0,13.09,15.0,0.0,17771.0,63.7,34.0,3.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,2000
58,1,60,15850.0,23.13,448.01,45000.0,34.85,18.0,0.0,8799.0,21.3,24.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,2007
59,1,36,30000.0,15.77,1051.31,175000.0,18.5,9.0,0.0,21831.0,50.3,23.0,3.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,1997
60,1,36,1500.0,6.49,45.97,45000.0,16.11,12.0,0.0,3717.0,21.2,37.0,4.0,0.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,1987
61,1,36,25000.0,5.32,752.87,150000.0,9.54,7.0,0.0,19339.0,42.5,18.0,7.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,1996
62,0,60,20200.0,18.49,518.35,60000.0,34.84,10.0,1.0,8284.0,40.6,16.0,0.0,1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,2004
63,0,60,23975.0,19.89,633.73,70000.0,33.2,10.0,0.0,44807.0,94.9,19.0,3.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,1995
64,1,60,15000.0,10.78,324.5,65000.0,29.28,18.0,0.0,24723.0,69.8,32.0,1.0,0.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,2001
65,1,36,10000.0,10.78,326.35,41600.0,15.78,18.0,0.0,12958.0,52.5,33.0,2.0,0.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,2004
66,1,36,15000.0,8.49,473.45,110000.0,13.24,16.0,1.0,19029.0,41.4,33.0,4.0,1.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,2002
67,0,60,23100.0,20.5,618.46,110000.0,20.43,11.0,0.0,20594.0,94.9,24.0,2.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,1986
68,0,36,27300.0,17.27,977.0,65000.0,25.63,14.0,0.0,31035.0,83.0,38.0,2.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,2002
69,1,60,25000.0,11.48,549.57,135000.0,4.65,16.0,0.0,7340.0,13.5,33.0,5.0,0.0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,2004
70,1,36,15000.0,10.78,489.52,40000.0,10.17,7.0,0.0,12272.0,75.3,9.0,0.0,0.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,2006
71,1,60,10000.0,16.59,246.33,30000.0,30.84,19.0,1.0,6118.0,26.6,36.0,0.0,1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,2000
72,1,60,18500.0,12.88,419.8,70000.0,13.2,9.0,0.0,15883.0,57.8,19.0,2.0,0.0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,2002
73,1,36,5000.0,7.91,156.48,32000.0,13.73,7.0,1.0,5552.0,41.1,10.0,0.0,1.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,2012
74,1,36,9000.0,9.17,286.92,50000.0,11.98,5.0,0.0,7518.0,48.5,11.0,2.0,0.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,2001
75,1,36,11000.0,6.49,337.09,85000.0,15.0,12.0,0.0,9488.0,20.1,31.0,0.0,0.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,2005
76,1,36,20000.0,6.49,612.89,55000.0,29.15,9.0,0.0,4851.0,23.8,23.0,1.0,0.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,1994
77,1,36,15000.0,5.32,451.73,80000.0,20.18,30.0,0.0,41593.0,21.4,47.0,2.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,1993
78,1,36,12000.0,5.32,361.38,53750.0,15.3,8.0,0.0,3172.0,17.2,19.0,2.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,2007
79,1,36,8000.0,10.78,261.08,45000.0,21.23,28.0,0.0,11141.0,35.5,69.0,2.0,0.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,1998
80,1,36,12000.0,10.78,391.62,40000.0,31.95,16.0,0.0,11008.0,41.4,22.0,0.0,0.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,2008
81,1,36,18000.0,7.49,559.83,75000.0,25.65,12.0,0.0,7758.0,33.2,47.0,1.0,0.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,2001
82,1,36,3600.0,11.48,118.68,85000.0,17.44,12.0,1.0,6952.0,28.7,23.0,1.0,1.0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,1994
83,0,36,7200.0,17.27,257.67,20000.0,13.21,8.0,0.0,7302.0,32.6,17.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,True,False,2003
84,1,60,15000.0,13.44,344.69,77213.0,18.17,17.0,1.0,59237.0,25.8,44.0,1.0,1.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,2001
85,1,36,5000.0,9.8,160.87,72000.0,6.52,11.0,1.0,4838.0,56.3,20.0,2.0,1.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,2002
86,0,60,11550.0,16.59,284.51,38000.0,21.07,9.0,0.0,7179.0,39.7,12.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,2011
87,1,36,33600.0,10.78,1096.53,104000.0,14.01,14.0,0.0,28475.0,51.8,31.0,1.0,0.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,2000
